"Train_No","Train_Name","Source_Station_Name","Destination_Station_Name","days"
"55104","BHJ-BTT PASS","BARHAJ BAZAR","BHATNI JN.","Monday"
"55105","SRU-BHJ PASS","SALEMPUR JN.","BARHAJ BAZAR","Monday"
"55106","BHJ-SRU PASS","BARHAJ BAZAR","SALEMPUR JN.","Saturday"
"55107","SV-THE PASSE","SIWAN JN.","THAWE JN.","Tuesday"
"55108","THE-SV PASSE","THAWE JN.","SIWAN JN.","Saturday"
"55109","SV-THE PASSE","SIWAN JN.","THAWE JN.","Thursday"
"55110","THE-SV PASSE","THAWE JN.","SIWAN JN.","Sunday"
"55111","SV-THE PASSE","SIWAN JN.","THAWE JN.","Friday"
"55112","THE-SV PASSE","THAWE JN.","SIWAN JN.","Sunday"
"55113","SV-THE PASSE","SIWAN JN.","THAWE JN.","Friday"
"55114","THE-SV PASSE","THAWE JN.","SIWAN JN.","Friday"
"55115","CPR-SV PASSE","CHHAPRA JN.","BHATNI JN.","Wednesday"
"55116","SV-CPR PASSE","BHATNI JN.","CHHAPRA JN.","Saturday"
"55119","GKP-BSB PASS","GORAKHPUR JN.","VARANASI CITY","Thursday"
"55120","BSB-GKP PASS","VARANASI CITY","GORAKHPUR JN.","Sunday"
"55122","MUV-BTT PASS","MANDUADIH","BHATNI JN.","Saturday"
"55123","BTT-BCY PASS","BHATNI JN.","VARANASI CITY","Friday"
"55125","MUV - ALY  P","MANDUADIH","ALLAHABAD CITY","Sunday"
"55126","ALY-BSB PASS","ALLAHABAD CITY","MANDUADIH","Tuesday"
"55127","BSB- ALY  PA","MANDUADIH","ALLAHABAD CITY","Saturday"
"55128","ALY - MUV PA","ALLAHABAD CITY","MANDUADIH","Thursday"
"55129","BSB-ALY PASS","MANDUADIH","ALLAHABAD CITY","Friday"
"55130","ALY- MUV PAS","ALLAHABAD CITY","MANDUADIH","Thursday"
"55131","CPR-BSB PASS","CHHAPRA JN.","VARANASI CITY","Friday"
"55132","BCY-CPR PASS","VARANASI CITY","CHHAPRA JN.","Tuesday"
"55133","BUI - BCY  P","BALLIA","VARANASI CITY","Wednesday"
"55134","MUV - BUI  P","VARANASI CITY","BALLIA","Friday"
"55135","AMH-MUV PASS","AZAMGARH","VARANASI CITY","Saturday"
"55136","MUV-AMH PASS","VARANASI CITY","AZAMGARH","Saturday"
"55137","BUI - SHG  P","BALLIA","SHAHGANJ JN.","Thursday"
"55138","SHG - BUI  P","SHAHGANJ JN.","BALLIA","Monday"
"55139","BUI- SHG PAS","BALLIA","SHAHGANJ JN.","Monday"
"55140","SHG - BUI  P","SHAHGANJ JN.","BALLIA","Tuesday"
"55141","GKP-NTV PASS","GORAKHPUR JN.","NAUTANWA","Friday"
"55142","NTV-GKP PASS","NAUTANWA","GORAKHPUR JN.","Tuesday"
"55143","ARJ-JNU PASS","AUNRIHAR JN.","JAUNPUR JN.","Sunday"
"55144","JNU-ARJ PASS","JAUNPUR JN.","AUNRIHAR JN.","Friday"
"55145","SRU-BHJ  PAS","SALEMPUR JN.","BARHAJ BAZAR","Wednesday"
"55146","BHJ-SRU PASS","BARHAJ BAZAR","SALEMPUR JN.","Tuesday"
"55149","GKP-BCY PASS","GORAKHPUR JN.","VARANASI CITY","Friday"
"55150","BCY-GKP PASS","VARANASI CITY","GORAKHPUR JN.","Tuesday"
"55159","ARJ- JNU PAS","AUNRIHAR JN.","JAUNPUR JN.","Monday"
"55160","JNU-ARJ PASS","JAUNPUR JN.","AUNRIHAR JN.","Friday"
"55163","SHG-MAU-ARJ","SHAHGANJ JN.","AUNRIHAR JN.","Sunday"
"55164","ARJ-MAU-SHG","AUNRIHAR JN.","SHAHGANJ JN.","Sunday"
"55165","CPR-DDA PASS","CHHAPRA JN.","DURAUNDHA JN","Wednesday"
"55166","DDA-CPR PASS","DURAUNDHA JN","CHHAPRA JN.","Wednesday"
"55167","DDA-SV PASSE","DURAUNDHA JN","SIWAN JN.","Thursday"
"55168","SV-DDA PASSE","SIWAN JN.","DURAUNDHA JN","Saturday"
"55169","DDA-SV PASSE","DURAUNDHA JN","SIWAN JN.","Tuesday"
"55170","SV-DDA PASSE","SIWAN JN.","DURAUNDHA JN","Sunday"
"55171","DDA-MGZ PASS","DURAUNDHA JN","MAHARAJGANJ","Thursday"
"55172","MGZ-DDA PASS","MAHARAJGANJ","DURAUNDHA JN","Thursday"
"55173","DDA-MGZ PASS","DURAUNDHA JN","MAHARAJGANJ","Thursday"
"55174","MGZ-DDA PASS","MAHARAJGANJ","DURAUNDHA JN","Wednesday"
"55175","DDA-MGZ PASS","DURAUNDHA JN","MAHARAJGANJ","Sunday"
"55176","MGZ-DDA PASS","MAHARAJGANJ","DURAUNDHA JN","Saturday"
"55177","DDA-MGZ PASS","DURAUNDHA JN","MAHARAJGANJ","Sunday"
"55178","MGZ-DDA PASS","MAHARAJGANJ","DURAUNDHA JN","Tuesday"
"55179","DDA-MGZ PASS","DURAUNDHA JN","MAHARAJGANJ","Wednesday"
"55180","MGZ-DDA PASS","MAHARAJGANJ","DURAUNDHA JN","Thursday"
"55181","THE-CI-PASSE","THAWE JN.","CHHAPRA KACHEHRI","Tuesday"
"55182","THE-CI  PASS","CHHAPRA KACHEHRI","THAWE JN.","Saturday"
"55183","CI-MHC PASSE","THAWE JN.","CHHAPRA KACHEHRI","Saturday"
"55184","CI-THE PASSE","CHHAPRA KACHEHRI","THAWE JN.","Sunday"
"55207","MFP-NKE PASS","MUZAFFARPUR JN.","NARKATIAGANJ JN.","Tuesday"
"55208","NKE-MFP PASS","NARKATIAGANJ JN.","MUZAFFARPUR JN.","Friday"
"55209","MFP-NKE PASS","MUZAFFARPUR JN.","NARKATIAGANJ JN.","Wednesday"
"55211","MFP-RXL PASS","MUZAFFARPUR JN.","RAXAUL JN.","Saturday"
"55212","RXL-MFP PASS","RAXAUL JN.","MUZAFFARPUR JN.","Monday"
"55213","MFP-NKE PASS","MUZAFFARPUR JN.","NARKATIAGANJ JN.","Thursday"
"55214","NKE-MFP  PAS","NARKATIAGANJ JN.","MUZAFFARPUR JN.","Sunday"
"55215","MFP-PPTA PAS","MUZAFFARPUR JN.","PATLIPUTRA","Friday"
"55216","PPTA-MFP PAS","PATLIPUTRA","MUZAFFARPUR JN.","Wednesday"
"55217","MFP-PPTA PAS","MUZAFFARPUR JN.","PATLIPUTRA","Thursday"
"55218","PPTA-MFP PAS","PATLIPUTRA","MUZAFFARPUR JN.","Saturday"
"55220","NKE-MFP  PAS","NARKATIAGANJ JN.","MUZAFFARPUR JN.","Saturday"
"55221","KIR-BJU PASS","KATIHAR JN.","BARAUNI JN.","Wednesday"
"55222","BJU-KIR PASS","BARAUNI JN.","KATIHAR JN.","Saturday"
"55223","KIR-DBG PASS","KATIHAR JN.","DARBHANGA JN.","Wednesday"
"55224","DBG-KIR PASS","DARBHANGA JN.","KATIHAR JN.","Thursday"
"55225","MFP-RXL PAS","MUZAFFARPUR JN.","RAXAUL JN.","Friday"
"55226","RXL-MFP PAS","RAXAUL JN.","MUZAFFARPUR JN.","Sunday"
"55227","SPJ-MFP PASS","SAMASTIPUR JN.","MUZAFFARPUR JN.","Tuesday"
"55228","MFP-SPJ PASS","MUZAFFARPUR JN.","SAMASTIPUR JN.","Saturday"
"55229","BJU-PPTA PAS","BARAUNI JN.","PATLIPUTRA","Tuesday"
"55230","PPTA-BJU PAS","PATLIPUTRA","BARAUNI JN.","Monday"
"55231","PPTA-PNBE PA","PATLIPUTRA","PATNA JN.","Monday"
"55232","PNBE-PPTA PA","PATNA JN.","PATLIPUTRA","Sunday"
"55237","BJU-SPJ PASS","BARAUNI JN.","SAMASTIPUR JN.","Wednesday"
"55238","SPJ-BJU PASS","SAMASTIPUR JN.","BARAUNI JN.","Wednesday"
"55239","SPJ-MFP PASS","SAMASTIPUR JN.","MUZAFFARPUR JN.","Tuesday"
"55240","MFP-SPJ PASS","MUZAFFARPUR JN.","SAMASTIPUR JN.","Wednesday"
"55301","MB-KGM  PASS","MORADABAD JN.","KATHGODAM","Tuesday"
"55302","KGM-MB PASSE","KATHGODAM","MORADABAD JN.","Saturday"
"55303","MB-KGM PASSE","MORADABAD JN.","KATHGODAM","Saturday"
"55304","KGM-MB PASSE","KATHGODAM","MORADABAD JN.","Sunday"
"55305","MB-RMR PASSE","MORADABAD JN.","RAMNAGAR","Thursday"
"55306","RMR-MB  PASS","RAMNAGAR","MORADABAD JN.","Saturday"
"55307","MB-RMR  PASS","MORADABAD JN.","RAMNAGAR","Friday"
"55308","RMR-MB  PASS","RAMNAGAR","MORADABAD JN.","Thursday"
"55309","MB-RMR  PASS","MORADABAD JN.","RAMNAGAR","Sunday"
"55310","RMR-MB  PASS","RAMNAGAR","MORADABAD JN.","Monday"
"55311","MB-KPV  PASS","MORADABAD JN.","KASHIPUR JN","Tuesday"
"55312","KPV-MB PASSE","KASHIPUR JN","MORADABAD JN.","Tuesday"
"55313","KPV-RMR PASS","KASHIPUR JN","RAMNAGAR","Monday"
"55314","RMR-KPV  PAS","RAMNAGAR","KASHIPUR JN","Wednesday"
"55315","LKU-KPV  PAS","LALKUA JN.","KASHIPUR JN","Monday"
"55316","KPV-LKU PASS","KASHIPUR JN","LALKUA JN.","Tuesday"
"55317","LKU-KPV  PAS","LALKUA JN.","KASHIPUR JN","Tuesday"
"55318","KPV-LKU PASS","KASHIPUR JN","LALKUA JN.","Thursday"
"55319","LKU-KPV PASS","LALKUA JN.","KASHIPUR JN","Friday"
"55320","KPV-LKU PASS","KASHIPUR JN","LALKUA JN.","Wednesday"
"55321","MB-RMR  PASS","MORADABAD JN.","RAMNAGAR","Sunday"
"55322","RMR-MB  PASS","RAMNAGAR","MORADABAD JN.","Saturday"
"55323","MB-RMR  PASS","MORADABAD JN.","RAMNAGAR","Tuesday"
"55324","RMR-MB  PASS","RAMNAGAR","MORADABAD JN.","Friday"
"55325","LJN-KSJ  PAS","LUCKNOW JN.","KASGANJ JN.","Saturday"
"55326","KSJ-LJN  PAS","KASGANJ JN.","LUCKNOW JN.","Wednesday"
"55327","CNB-FBD PASS","KANPUR CENTRAL JN.","FARRUKHABAD JN","Wednesday"
"55328","FBD-CNB PASS","FARRUKHABAD JN","KANPUR CENTRAL JN.","Thursday"
"55329","SKB-KSJ PASS","SHIKOHABAD JN.","KASGANJ JN.","Friday"
"55330","KSJ-SKB PASS","KASGANJ JN.","SHIKOHABAD JN.","Saturday"
"55331","FBD-KSJ PASS","FARRUKHABAD JN","KASGANJ JN.","Monday"
"55332","KSJ-FBD PASS","KASGANJ JN.","FARRUKHABAD JN","Friday"
"55333","KSJ-AF PASSE","KASGANJ JN.","AGRA  FORT","Friday"
"55334","MTJ-KSJ PASS","AGRA  FORT","KASGANJ JN.","Monday"
"55335","BC-LKU PASSE","BAREILLY CITY","LALKUA JN.","Friday"
"55336","LKU-BC PASSE","LALKUA JN.","BAREILLY CITY","Friday"
"55337","KSJ-AH FAST","KASGANJ JN.","ACHHNERA JN.","Monday"
"55338","AH-KSJ  PASS","ACHHNERA JN.","KASGANJ JN.","Saturday"
"55339","KSJ-MTJ  PAS","KASGANJ JN.","MATHURA JN.","Sunday"
"55340","MTJ-KSJ  PAS","MATHURA JN.","KASGANJ JN.","Monday"
"55341","KSJ-BTE PASS","KASGANJ JN.","BHARATPUR JN","Friday"
"55342","BTE-KSJ  PAS","BHARATPUR JN","KASGANJ JN.","Monday"
"55343","KSJ-BC PASSE","KASGANJ JN.","BAREILLY CITY","Thursday"
"55344","BC-KSJ PASSE","BAREILLY CITY","KASGANJ JN.","Monday"
"55345","KSJ-BC PASSE","KASGANJ JN.","BAREILLY CITY","Sunday"
"55346","BC-KSJ PASSE","BAREILLY CITY","KASGANJ JN.","Saturday"
"55347","BC-LKU PASSE","BAREILLY CITY","LALKUA JN.","Wednesday"
"55348","LKU-BC PASSE","LALKUA JN.","BAREILLY CITY","Tuesday"
"55349","BC-LKU PASSE","BAREILLY CITY","LALKUA JN.","Friday"
"55350","LKU-BC PASSE","LALKUA JN.","BAREILLY CITY","Monday"
"55351","BC-LKU PASSE","BAREILLY CITY","LALKUA JN.","Tuesday"
"55352","LKU-BC PASSE","LALKUA JN.","BAREILLY CITY","Thursday"
"55353","KSJ-MTJ  PAS","KASGANJ JN.","MATHURA JN.","Saturday"
"55354","MTJ-KSJ PASS","MATHURA JN.","KASGANJ JN.","Tuesday"
"55355","KSJ-BC-PASS","KASGANJ JN.","BAREILLY CITY","Friday"
"55356","BC- KSJ-PASS","BAREILLY CITY","KASGANJ JN.","Friday"
"55357","KSJ-BC-PASS","KASGANJ JN.","BAREILLY CITY","Saturday"
"55358","BC-KSJ-PASS","BAREILLY CITY","KASGANJ JN.","Tuesday"
"55359","KSJ-BC-PASS","KASGANJ JN.","BAREILLY CITY","Monday"
"55360","BC-KSJ-PASS","BAREILLY CITY","KASGANJ JN.","Tuesday"
"55361","BC-PBE PASSE","BAREILLY CITY","PILIBHIT JN.","Thursday"
"55362","PBE-BC PASSE","PILIBHIT JN.","BAREILLY CITY","Sunday"
"55363","IZN-PBE PASS","BAREILLY CITY","PILIBHIT JN.","Saturday"
"55364","PBE-BC PASSE","PILIBHIT JN.","BAREILLY CITY","Thursday"
"55365","BC-PBE PASSE","BAREILLY CITY","PILIBHIT JN.","Friday"
"55366","PBE-BC PASSE","PILIBHIT JN.","BAREILLY CITY","Friday"
"55367","BC-PBE PASSE","BAREILLY CITY","PILIBHIT JN.","Saturday"
"55368","PBE-BC PASSE","PILIBHIT JN.","BAREILLY CITY","Friday"
"55369","BC-PBE PASSE","BAREILLY CITY","PILIBHIT JN.","Tuesday"
"55370","PBE-BC PASSE","PILIBHIT JN.","BAREILLY CITY","Thursday"
"55371","PBE-MJZ PASS","PILIBHIT JN.","MAJHOLA PAKARIYA","Monday"
"55372","MJZ-PBE","MAJHOLA PAKARIYA","PILIBHIT JN.","Saturday"
"55373","PBE-MJZ PASS","PILIBHIT JN.","MAJHOLA PAKARIYA","Thursday"
"55374","MJZ-PBE PASS","MAJHOLA PAKARIYA","PILIBHIT JN.","Saturday"
"55375","PBE-MJZ PASS","PILIBHIT JN.","MAJHOLA PAKARIYA","Tuesday"
"55376","MJZ-PBE PASS","MAJHOLA PAKARIYA","PILIBHIT JN.","Monday"
"55421","MLDT - BLGT","MALDA TOWN","BALURGHAT","Thursday"
"55422","BLGT - MLDT","BALURGHAT","MALDA TOWN","Thursday"
"55465","APDJ - BXT P","ALIPUR DUAR JN.","BAMANHAT","Thursday"
"55466","BXT - APDJ P","BAMANHAT","ALIPUR DUAR JN.","Tuesday"
"55467","SGUJ - BXT P","SILIGURI JN.","BAMANHAT","Wednesday"
"55468","BXT - SGUJ P","BAMANHAT","SILIGURI JN.","Sunday"
"55513","SPJ-JYG PASS","SAMASTIPUR JN.","JAYNAGAR","Tuesday"
"55514","JYG-SPJ PASS","JAYNAGAR","SAMASTIPUR JN.","Saturday"
"55517","DBG-JYG PASS","DARBHANGA JN.","JAYNAGAR","Sunday"
"55518","JYG-DBG PASS","JAYNAGAR","DARBHANGA JN.","Tuesday"
"55519","SPJ - JYG PA","SAMASTIPUR JN.","JAYNAGAR","Friday"
"55520","JYG-SPJ PASS","JAYNAGAR","SAMASTIPUR JN.","Wednesday"
"55525","BJU-SPJ PASS","BARAUNI JN.","SAMASTIPUR JN.","Friday"
"55526","SPJ-BJU PASS","SAMASTIPUR JN.","BARAUNI JN.","Sunday"
"55527","KAMLA GANGA","JAYNAGAR","PATNA JN.","Friday"
"55528","KAMLA GANGA","PATNA JN.","JAYNAGAR","Friday"
"55533","SHC- SPJ PAS","SAHARSA JN.","SAMASTIPUR JN.","Monday"
"55534","SPJ- SHC PAS","SAMASTIPUR JN.","SAHARSA JN.","Monday"
"55537","KIR-SPJ PASS","KATIHAR JN.","SAMASTIPUR JN.","Friday"
"55538","SPJ-KIR PASS","SAMASTIPUR JN.","KATIHAR JN.","Sunday"
"55539","KIR-HJP PASS","KATIHAR JN.","HAJIPUR JN.","Monday"
"55540","HJP-KIR PASS","HAJIPUR JN.","KATIHAR JN.","Sunday"
"55541","HJP-BHBR PAS","HAJIPUR JN.","BATHUA BAZAR HALT","Thursday"
"55542","BHBR-HJP PAS","BATHUA BAZAR HALT","HAJIPUR JN.","Wednesday"
"55549","BJU-HJP PASS","BARAUNI JN.","HAJIPUR JN.","Thursday"
"55550","HJP-BJU PASS","HAJIPUR JN.","BARAUNI JN.","Tuesday"
"55553","SHC - SPJ PA","SAHARSA JN.","SAMASTIPUR JN.","Friday"
"55554","SPJ - SHC PA","SAMASTIPUR JN.","SAHARSA JN.","Monday"
"55555","SHC-SPJ PASS","SAHARSA JN.","SAMASTIPUR JN.","Saturday"
"55556","SPJ-SHC PASS","SAMASTIPUR JN.","SAHARSA JN.","Sunday"
"55559","SHC-SPJ PASS","SAHARSA JN.","SAMASTIPUR JN.","Friday"
"55560","SPJ-SHC PASS","SAMASTIPUR JN.","SAHARSA JN.","Wednesday"
"55563","PURNEA-SAHAR","PURNEA JN.","SAHARSA JN.","Monday"
"55564","SAHARSHA-PUR","SAHARSA JN.","PURNEA JN.","Friday"
"55565","SHC -SPJ PAS","SAHARSA JN.","SAMASTIPUR JN.","Saturday"
"55566","SPJ-SHC PASS","SAMASTIPUR JN.","SAHARSA JN.","Thursday"
"55567","SHC-SPJ PASS","SAHARSA JN.","SAMASTIPUR JN.","Wednesday"
"55568","SPJ-SHC PASS","SAMASTIPUR JN.","SAHARSA JN.","Friday"
"55569","DMH-SHC PASS","DAURAM MADHEPURA","SAHARSA JN.","Friday"
"55570","SHC-DMH PASS","SAHARSA JN.","DAURAM MADHEPURA","Friday"
"55571","PURNEA-SAHAR","PURNEA JN.","SAHARSA JN.","Thursday"
"55572","SAHARSHA-PUR","SAHARSA JN.","PURNEA JN.","Monday"
"55575","DBG - BIRL P","DARBHANGA JN.","BIRAUL","Sunday"
"55576","BIRL - DBG P","BIRAUL","DARBHANGA JN.","Friday"
"55577","SAKRI - BIRA","DARBHANGA JN.","BIRAUL","Thursday"
"55578","BIRL - SKI P","BIRAUL","DARBHANGA JN.","Friday"
"55583","PURNEA-SAHAR","PURNEA JN.","SAHARSA JN.","Sunday"
"55584","SAHARSHA-PUR","SAHARSA JN.","PURNEA JN.","Friday"
"55601","KYQ - LMG PA","GUWAHATI","LUMDING JN.","Sunday"
"55602","LMG - KYQ PA","LUMDING JN.","GUWAHATI","Tuesday"
"55603","KOLONGPAR PA","GUWAHATI","MAIRABARI","Thursday"
"55604","KOLONGPAR PA","MAIRABARI","GUWAHATI","Friday"
"55615","GHY - SCL FA","GUWAHATI","SILCHAR","Friday"
"55616","SCL - GHY FA","SILCHAR","GUWAHATI","Sunday"
"55661","MSSN - SCL P","MAISHASHAN","SILCHAR","Tuesday"
"55662","SCL - MSSN P","SILCHAR","MAISHASHAN","Saturday"
"55663","AGTL - SCL P","AGARTALA","SILCHAR","Friday"
"55664","SCL - AGTL P","SILCHAR","AGARTALA","Sunday"
"55665","SCL - JRBM P","SILCHAR","VANGAICHUNGPAO","Tuesday"
"55666","JRBM - SCL P","JIRIBAM","SILCHAR","Wednesday"
"55667","SCL - BHRB P","SILCHAR","BHAIRABI","Friday"
"55668","BHRB - SCL P","BHAIRABI","SILCHAR","Tuesday"
"55675","AGTL - DMR","AGARTALA","DHARMANAGAR","Monday"
"55676","DMR - AGTL P","DHARMANAGAR","AGARTALA","Tuesday"
"55677","SCL - DMR PA","SILCHAR","DHARMANAGAR","Tuesday"
"55678","DMR - SCL PA","DHARMANAGAR","SILCHAR","Wednesday"
"55679","AGTL - DMR","AGARTALA","DHARMANAGAR","Monday"
"55680","DMR - AGTL P","DHARMANAGAR","AGARTALA","Monday"
"55681","UDPU-AGTL PA","UDAIPUR","AGARTALA","Tuesday"
"55682","AGTL-UDPU PA","AGARTALA","UDAIPUR","Tuesday"
"55683","UDAIPUR-AGAR","UDAIPUR","AGARTALA","Sunday"
"55684","AGARTALA-UDA","AGARTALA","UDAIPUR","Friday"
"55685","MSSN - SCL P","MAISHASHAN","SILCHAR","Tuesday"
"55686","SCL - MSSN P","SILCHAR","MAISHASHAN","Wednesday"
"55687","DLCR - SCL P","DULLABCHERRA","SILCHAR","Wednesday"
"55688","SCL - DLCR P","SILCHAR","DULLABCHERRA","Tuesday"
"55689","DLCR - BPB P","DULLABCHERRA","BADARPUR JN.","Wednesday"
"55690","BPB - DLCR P","BADARPUR JN.","DULLABCHERRA","Monday"
"55701","MLDT-KIR PAS","MALDA TOWN","KATIHAR JN.","Saturday"
"55702","KIR-MLDT PAS","KATIHAR JN.","MALDA TOWN","Monday"
"55703","MLFC - KIR P","MALDA COURT","KATIHAR JN.","Tuesday"
"55704","KIR - MLFC P","KATIHAR JN.","MALDA COURT","Saturday"
"55707","RDP-KIR PASS","RADHIKAPUR","KATIHAR JN.","Wednesday"
"55708","KIR-RDP PASS","KATIHAR JN.","RADHIKAPUR","Saturday"
"55709","SQB-OMLF PAS","SINGHABAD","OLD MALDA","Sunday"
"55710","OMLF-SQB PAS","OLD MALDA","SINGHABAD","Thursday"
"55711","MLDT - NJP P","MALDA TOWN","NEW JALPAIGURI JN","Wednesday"
"55712","NJP - MLDT P","NEW JALPAIGURI JN","MALDA TOWN","Tuesday"
"55713","NJP - RNY PA","NEW JALPAIGURI JN","RANGIYA JN.","Friday"
"55714","RNY - NJP PA","RANGIYA JN.","NEW JALPAIGURI JN","Friday"
"55719","DKGN - BHNG","DEKARGAON","BHALUKPONG","Tuesday"
"55720","BHNG - DKGN","BHALUKPONG","DEKARGAON","Wednesday"
"55721","RNY - DKGN P","RANGIYA JN.","DEKARGAON","Friday"
"55722","DKGN - RNY P","DEKARGAON","RANGIYA JN.","Friday"
"55725","NJP-APDJ PAS","NEW JALPAIGURI JN","ALIPUR DUAR JN.","Wednesday"
"55726","APDJ-NJP PAS","ALIPUR DUAR JN.","NEW JALPAIGURI JN","Thursday"
"55727","KIR - RDP PA","KATIHAR JN.","RADHIKAPUR","Friday"
"55728","RDP - KIR PA","RADHIKAPUR","KATIHAR JN.","Monday"
"55729","KIR - RDP PA","KATIHAR JN.","RADHIKAPUR","Friday"
"55730","RDP - KIR PA","RADHIKAPUR","KATIHAR JN.","Thursday"
"55733","KIR - JBN PA","KATIHAR JN.","JOGBANI","Thursday"
"55734","JBN - KIR PA","JOGBANI","KATIHAR JN.","Tuesday"
"55735","KIR - JBN PA","KATIHAR JN.","JOGBANI","Wednesday"
"55736","JBN - KIR PA","JOGBANI","KATIHAR JN.","Saturday"
"55740","JBN - KIR PA","JOGBANI","KATIHAR JN.","Wednesday"
"55741","KIR - JBN PA","KATIHAR JN.","JOGBANI","Saturday"
"55742","JBN - KIR PA","JOGBANI","KATIHAR JN.","Monday"
"55743","KIR - JBN PA","KATIHAR JN.","JOGBANI","Thursday"
"55744","JBN - KIR PA","JOGBANI","KATIHAR JN.","Wednesday"
"55749","NJP - HDB PA","NEW JALPAIGURI JN","HALDIBARI","Monday"
"55750","HDB - NJP PA","HALDIBARI","NEW JALPAIGURI JN","Saturday"
"55751","NJP - HDB PA","NEW JALPAIGURI JN","HALDIBARI","Sunday"
"55752","HDB - NJP PA","HALDIBARI","NEW JALPAIGURI JN","Wednesday"
"55753","SIFHUNG PASS","ALIPUR DUAR JN.","GUWAHATI","Friday"
"55754","SIFHUNG PASS","GUWAHATI","ALIPUR DUAR JN.","Sunday"
"55755","KIR - JBN PA","KATIHAR JN.","JOGBANI","Tuesday"
"55756","JBN - KIR PA","JOGBANI","KATIHAR JN.","Sunday"
"55763","KIR - JBN PA","KATIHAR JN.","JOGBANI","Saturday"
"55764","JBN - KIR PA","JOGBANI","KATIHAR JN.","Friday"
"55769","MLFC - KIR P","MALDA COURT","KATIHAR JN.","Friday"
"55770","KIR - MLFC P","KATIHAR JN.","MALDA COURT","Wednesday"
"55771","MLFC - BNDP","MALDA COURT","BUNIYADPUR","Monday"
"55772","BNDP - MLFC","BUNIYADPUR","MALDA COURT","Thursday"
"55801","MANAS RHINO","NEW BONGAIGAON  JN.","GUWAHATI","Wednesday"
"55802","MANAS RHINO","GUWAHATI","NEW BONGAIGAON  JN.","Thursday"
"55803","NBQ - GHY PA","NEW BONGAIGAON  JN.","GUWAHATI","Monday"
"55804","GHY - NBQ PA","GUWAHATI","NEW BONGAIGAON  JN.","Sunday"
"55809","NBQ - GHY PA","NEW BONGAIGAON  JN.","GUWAHATI","Monday"
"55810","GHY - NBQ PA","GUWAHATI","NEW BONGAIGAON  JN.","Saturday"
"55811","DBB - KYQ FA","DHUBRI","KAMAKHYA JN","Saturday"
"55812","KYQ - DBB FA","KAMAKHYA JN","DHUBRI","Sunday"
"55813","DKGN - MZS P","DEKARGAON","MURKEONG SELEK","Thursday"
"55814","MZS - DKGN P","MURKEONG SELEK","DEKARGAON","Saturday"
"55817","NBQ - GHY PA","NEW BONGAIGAON  JN.","GUWAHATI","Tuesday"
"55818","GHY - NBQ PA","GUWAHATI","NEW BONGAIGAON  JN.","Wednesday"
"55819","MNDP - GHY P","MENDIPATHAR","GUWAHATI","Thursday"
"55820","GHY - MNDP P","GUWAHATI","MENDIPATHAR","Wednesday"
"55823","RPAN - DKGN","RANGAPARA NORTH","DEKARGAON","Sunday"
"55824","DKGN - RPAN","DEKARGAON","RANGAPARA NORTH","Wednesday"
"55861","RNY-DKGN PAS","RANGIYA JN.","DEKARGAON","Thursday"
"55862","DKGN-RNY PAS","DEKARGAON","RANGIYA JN.","Monday"
"55893","RNY - RPAN P","RANGIYA JN.","RANGAPARA NORTH","Friday"
"55894","RPAN - RNY P","RANGAPARA NORTH","RANGIYA JN.","Tuesday"
"55895","RNY - MZS PA","RANGIYA JN.","MURKEONG SELEK","Sunday"
"55896","MZS - RNY PA","MURKEONG SELEK","RANGIYA JN.","Friday"
"55901","LMG - TSK PA","LUMDING JN.","TINSUKIA JN.","Sunday"
"55902","TSK - LMG PA","TINSUKIA JN.","LUMDING JN.","Monday"
"55903","DMV-FKG-MXN","DIMAPUR","MARIANI JN.","Sunday"
"55904","MXN-FKG-DMV","MARIANI JN.","DIMAPUR","Thursday"
"55909","SLGR - DBRT","SIMALUGURI JN.","DIBRUGARH TOWN","Saturday"
"55910","DBRT - SLGR","DIBRUGARH TOWN","SIMALUGURI JN.","Saturday"
"55913","JTTN - TSK P","JORHAT TOWN","TINSUKIA JN.","Sunday"
"55914","TSK - JTTN P","TINSUKIA JN.","JORHAT TOWN","Wednesday"
"56001","MAS-AJJ PASS","CHENNAI CENTRAL","ARAKKONAM JN","Tuesday"
"56002","AJJ-MAS PASS","ARAKKONAM JN","CHENNAI CENTRAL","Thursday"
"56003","AJJ-CGL PASS","ARAKKONAM JN","CHENGALPATTU","Monday"
"56004","CGL-AJJ PASS","CHENGALPATTU","ARAKKONAM JN","Wednesday"
"56005","AJJ-CGL PASS","ARAKKONAM JN","CHENGALPATTU","Friday"
"56006","CGL-AJJ PASS","CHENGALPATTU","ARAKKONAM JN","Wednesday"
"56007","AJJ-KPD PASS","ARAKKONAM JN","KATPADI JN","Saturday"
"56008","KPD-AJJ PASS","KATPADI JN","ARAKKONAM JN","Tuesday"
"56009","AJJ-KPD PASS","ARAKKONAM JN","VELLORE CANTT","Wednesday"
"56010","KPD-AJJ PASS","VELLORE CANTT","ARAKKONAM JN","Tuesday"
"56011","AJJ-HX PASSR","ARAKKONAM JN","CUDDAPAH","Saturday"
"56012","HX-AJJ PASSR","CUDDAPAH","ARAKKONAM JN","Tuesday"
"56013","AJJ-VLR PASS","ARAKKONAM JN","VELLORE CANTT","Thursday"
"56014","VLR-AJJ PASS","VELLORE CANTT","ARAKKONAM JN","Monday"
